sid,proj_id,run_id,samp_id,strat,tech,body_subsite,subject_id,body_site,body_subsite_int,body_site_int,nreads,nreads_unmapped,primer,n_otus
SRR049629.SRS048669,SRP002395,SRR049629,SRS048669,METAGENOMIC ,AMPLICON,Throat,241874,Oral,9,2,10161,4499,V13/V35,76
SRR048652.SRS051206,SRP002395,SRR048652,SRS051206,METAGENOMIC ,AMPLICON,Throat,241711,Oral,9,2,6935,2909,V13/V35,103
SRR049515.SRS065164,SRP002395,SRR049515,SRS065164,METAGENOMIC ,AMPLICON,Tongue dorsum,241784,Oral,10,2,10680,4771,V13/V35,83
SRR125664.SRS074707,SRP002860,SRR125664,SRS074707,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241715,Oral,2,2,6167,3401,V3-V5,41
SRR045393.SRS011365,SRP002395,SRR045393,SRS011365,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241767,Oral,2,2,15283,10848,V13/V35,66
SRR041811.SRS024279,SRP002395,SRR041811,SRS024279,METAGENOMIC ,AMPLICON,Hard palate,241712,Oral,4,2,5100,2778,V3-V5,61
SRR170369.SRS149796,SRP002860,SRR170369,SRS149796,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241881,Oral,2,2,8352,4837,V13/V35,46
SRR172370.SRS146839,SRP002860,SRR172370,SRS146839,METAGENOMIC ,AMPLICON,Left Antecubital fossa,257130,Skin,11,3,6027,3899,V13/V35,65
SRR170828.SRS142629,SRP002860,SRR170828,SRS142629,METAGENOMIC ,AMPLICON,Buccal mucosa,241893,Oral,3,2,3496,1491,V13/V35,32
SRR091406.SRS076741,SRP002860,SRR091406,SRS076741,METAGENOMIC ,AMPLICON,Palatine Tonsils,257111,Oral,5,2,7762,3400,V3-V5,97
SRR046194.SRS044435,SRP002395,SRR046194,SRS044435,METAGENOMIC ,AMPLICON,Subgingival plaque,241884,Oral,7,2,8311,3801,V13/V35,110
SRR045428.SRS011434,SRP002395,SRR045428,SRS011434,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241709,Skin,12,3,5315,3462,V13/V35,55
SRR047559.SRS015425,SRP002395,SRR047559,SRS015425,METAGENOMIC ,AMPLICON,Posterior fornix,241682,Urogenital tract,16,4,10033,2325,V13/V35,11
SRR047270.SRS052037,SRP002395,SRR047270,SRS052037,METAGENOMIC ,AMPLICON,Mid vagina,241874,Urogenital tract,15,4,12601,9215,V13/V35,16
SRR045325.SRS011665,SRP002395,SRR045325,SRS011665,METAGENOMIC ,AMPLICON,Palatine Tonsils,241764,Oral,5,2,6666,4025,V13/V35,77
SRR041607.SRS020877,SRP002395,SRR041607,SRS020877,METAGENOMIC ,AMPLICON,Saliva,241679,Oral,6,2,5563,3031,V3-V5,84
SRR046880.SRS055003,SRP002395,SRR046880,SRS055003,METAGENOMIC ,AMPLICON,Saliva,241854,Oral,6,2,7254,3986,V13/V35,74
SRR046933.SRS055981,SRP002395,SRR046933,SRS055981,METAGENOMIC ,AMPLICON,Posterior fornix,241890,Urogenital tract,16,4,7555,4909,V13/V35,13
SRR048805.SRS065558,SRP002395,SRR048805,SRS065558,METAGENOMIC ,AMPLICON,Tongue dorsum,268878,Oral,10,2,7115,3335,V13/V35,74
SRR043590.SRS050470,SRP002395,SRR043590,SRS050470,METAGENOMIC ,AMPLICON,Supragingival plaque,241812,Oral,8,2,10105,5368,V13/V35,99
SRR091378.SRS075788,SRP002860,SRR091378,SRS075788,METAGENOMIC ,AMPLICON,Buccal mucosa,257116,Oral,3,2,7012,3605,V3-V5,75
SRR166982.SRS077104,SRP002860,SRR166982,SRS077104,METAGENOMIC ,AMPLICON,Supragingival plaque,241787,Oral,8,2,12361,7580,V13/V35,82
SRR041069.SRS049644,SRP002395,SRR041069,SRS049644,METAGENOMIC ,AMPLICON,Saliva,241749,Oral,6,2,5829,2041,V3-V5,133
SRR089880.SRS078761,SRP002860,SRR089880,SRS078761,METAGENOMIC ,AMPLICON,Supragingival plaque,241725,Oral,8,2,2891,1319,V3-V5,71
SRR171811.SRS104977,SRP002860,SRR171811,SRS104977,METAGENOMIC ,AMPLICON,Saliva,241728,Oral,6,2,2914,1122,V13/V35,80
SRR044725.SRS019079,SRP002395,SRR044725,SRS019079,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241743,Skin,12,3,23349,13396,V13/V35,65
SRR090916.SRS100951,SRP002860,SRR090916,SRS100951,METAGENOMIC ,AMPLICON,Throat,241667,Oral,9,2,2852,1397,V3-V5,63
SRR329064.SRS064342,SRP002860,SRR329064,SRS064342,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241877,Skin,12,3,6110,4859,V13/V35,16
SRR046019.SRS019365,SRP002395,SRR046019,SRS019365,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241771,Skin,12,3,10726,8125,V13/V35,18
SRR046410.SRS043299,SRP002395,SRR046410,SRS043299,METAGENOMIC ,AMPLICON,Stool,241861,Gastrointestinal tract,1,1,14761,11619,V13/V35,60
SRR328909.SRS063106,SRP002860,SRR328909,SRS063106,METAGENOMIC ,AMPLICON,Buccal mucosa,257114,Oral,3,2,7198,5312,V13/V35,58
SRR172173.SRS143901,SRP002860,SRR172173,SRS143901,METAGENOMIC ,AMPLICON,Tongue dorsum,241716,Oral,10,2,11282,9757,V13/V35,62
SRR189743.SRS149220,SRP002860,SRR189743,SRS149220,METAGENOMIC ,AMPLICON,Left Retroauricular crease,285233,Skin,12,3,13207,6933,V1-V3,19
SRR048779.SRS063252,SRP002395,SRR048779,SRS063252,METAGENOMIC ,AMPLICON,Buccal mucosa,268876,Oral,3,2,10241,6793,V13/V35,66
SRR047188.SRS055669,SRP002395,SRR047188,SRS055669,METAGENOMIC ,AMPLICON,Anterior nares,241787,Airways,0,0,3839,2786,V13/V35,27
SRR190384.SRS145549,SRP002860,SRR190384,SRS145549,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241710,Skin,14,3,13111,9677,V1-V3,31
SRR046277.SRS063808,SRP002395,SRR046277,SRS063808,METAGENOMIC ,AMPLICON,Palatine Tonsils,241693,Oral,5,2,12737,5564,V13/V35,97
SRR045187.SRS011464,SRP002395,SRR045187,SRS011464,METAGENOMIC ,AMPLICON,Palatine Tonsils,241760,Oral,5,2,10360,6391,V13/V35,66
SRR171179.SRS148349,SRP002860,SRR171179,SRS148349,METAGENOMIC ,AMPLICON,Anterior nares,241859,Airways,0,0,8315,3559,V13/V35,59
SRR172490.SRS144390,SRP002860,SRR172490,SRS144390,METAGENOMIC ,AMPLICON,Right Antecubital fossa,241692,Skin,13,3,3606,2356,V13/V35,48
SRR041543.SRS013668,SRP002395,SRR041543,SRS013668,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241672,Skin,14,3,3739,2269,V3-V5,70
SRR041876.SRS013837,SRP002395,SRR041876,SRS013837,METAGENOMIC ,AMPLICON,Supragingival plaque,241794,Oral,8,2,7931,6853,V3-V5,99
SRR044068.SRS019765,SRP002395,SRR044068,SRS019765,METAGENOMIC ,AMPLICON,Palatine Tonsils,241681,Oral,5,2,7531,3649,V13/V35,105
SRR044446.SRS019255,SRP002395,SRR044446,SRS019255,METAGENOMIC ,AMPLICON,Palatine Tonsils,241800,Oral,5,2,8293,3446,V13/V35,84
SRR171865.SRS143281,SRP002860,SRR171865,SRS143281,METAGENOMIC ,AMPLICON,Vaginal introitus,257130,Urogenital tract,17,4,11632,2466,V13/V35,33
SRR048413.SRS043640,SRP002395,SRR048413,SRS043640,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241796,Skin,14,3,6399,4372,V13/V35,42
SRR172272.SRS147145,SRP002860,SRR172272,SRS147145,METAGENOMIC ,AMPLICON,Buccal mucosa,241848,Oral,3,2,8144,6091,V13/V35,83
SRR171226.SRS144120,SRP002860,SRR171226,SRS144120,METAGENOMIC ,AMPLICON,Throat,241869,Oral,9,2,8418,4227,V13/V35,121
SRR046613.SRS063400,SRP002395,SRR046613,SRS063400,METAGENOMIC ,AMPLICON,Supragingival plaque,241824,Oral,8,2,8166,5786,V13/V35,47
SRR045064.SRS011629,SRP002395,SRR045064,SRS011629,METAGENOMIC ,AMPLICON,Buccal mucosa,241795,Oral,3,2,11815,6249,V13/V35,143
SRR041145.SRS013490,SRP002395,SRR041145,SRS013490,METAGENOMIC ,AMPLICON,Stool,241676,Gastrointestinal tract,1,1,5493,3031,V3-V5,67
SRR044982.SRS011289,SRP002395,SRR044982,SRS011289,METAGENOMIC ,AMPLICON,Subgingival plaque,241748,Oral,7,2,5866,3492,V13/V35,69
SRR328800.SRS062888,SRP002860,SRR328800,SRS062888,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241805,Skin,12,3,15329,9592,V13/V35,75
SRR046594.SRS057907,SRP002395,SRR046594,SRS057907,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241882,Skin,12,3,9158,7302,V13/V35,15
SRR090965.SRS103505,SRP002860,SRR090965,SRS103505,METAGENOMIC ,AMPLICON,Subgingival plaque,268873,Oral,7,2,5450,2870,V3-V5,79
SRR046018.SRS018914,SRP002395,SRR046018,SRS018914,METAGENOMIC ,AMPLICON,Left Antecubital fossa,241732,Skin,11,3,6851,5183,V13/V35,21
SRR040966.SRS016437,SRP002395,SRR040966,SRS016437,METAGENOMIC ,AMPLICON,Stool,241846,Gastrointestinal tract,1,1,5106,2885,V3-V5,32
SRR328689.SRS063748,SRP002860,SRR328689,SRS063748,METAGENOMIC ,AMPLICON,Right Antecubital fossa,257115,Skin,13,3,5738,2816,V13/V35,68
SRR049491.SRS044879,SRP002395,SRR049491,SRS044879,METAGENOMIC ,AMPLICON,Tongue dorsum,241859,Oral,10,2,12298,5175,V13/V35,68
SRR046234.SRS064616,SRP002395,SRR046234,SRS064616,METAGENOMIC ,AMPLICON,Anterior nares,241815,Airways,0,0,8556,5211,V13/V35,55
SRR047399.SRS014873,SRP002395,SRR047399,SRS014873,METAGENOMIC ,AMPLICON,Supragingival plaque,241830,Oral,8,2,10220,5409,V13/V35,109
SRR044806.SRS011456,SRP002395,SRR044806,SRS011456,METAGENOMIC ,AMPLICON,Tongue dorsum,241760,Oral,10,2,5653,3393,V13/V35,66
SRR091377.SRS100296,SRP002860,SRR091377,SRS100296,METAGENOMIC ,AMPLICON,Buccal mucosa,241785,Oral,3,2,7946,6429,V3-V5,61
SRR041197.SRS017288,SRP002395,SRR041197,SRS017288,METAGENOMIC ,AMPLICON,Throat,241724,Oral,9,2,1871,771,V3-V5,81
SRR045626.SRS044635,SRP002395,SRR045626,SRS044635,METAGENOMIC ,AMPLICON,Buccal mucosa,241825,Oral,3,2,7330,3562,V13/V35,76
SRR044603.SRS015923,SRP002395,SRR044603,SRS015923,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241778,Oral,2,2,40814,22856,V13/V35,81
SRR041563.SRS017008,SRP002395,SRR041563,SRS017008,METAGENOMIC ,AMPLICON,Tongue dorsum,241746,Oral,10,2,6131,2663,V3-V5,68
SRR170966.SRS146734,SRP002860,SRR170966,SRS146734,METAGENOMIC ,AMPLICON,Saliva,257131,Oral,6,2,6675,3121,V13/V35,85
SRR047598.SRS019288,SRP002395,SRR047598,SRS019288,METAGENOMIC ,AMPLICON,Saliva,241848,Oral,6,2,4209,1836,V13/V35,111
SRR043769.SRS053487,SRP002395,SRR043769,SRS053487,METAGENOMIC ,AMPLICON,Buccal mucosa,241823,Oral,3,2,7370,4839,V13/V35,69
SRR047237.SRS044593,SRP002395,SRR047237,SRS044593,METAGENOMIC ,AMPLICON,Tongue dorsum,241708,Oral,10,2,15486,8636,V13/V35,76
SRR046327.SRS054907,SRP002395,SRR046327,SRS054907,METAGENOMIC ,AMPLICON,Supragingival plaque,241844,Oral,8,2,11939,5320,V13/V35,113
SRR090964.SRS144720,SRP002860,SRR090964,SRS144720,METAGENOMIC ,AMPLICON,Tongue dorsum,257119,Oral,10,2,10369,7979,V3-V5,75
SRR048184.SRS024533,SRP002395,SRR048184,SRS024533,METAGENOMIC ,AMPLICON,Throat,241819,Oral,9,2,6253,2933,V13/V35,92
SRR328710.SRS063030,SRP002860,SRR328710,SRS063030,METAGENOMIC ,AMPLICON,Hard palate,257118,Oral,4,2,4508,2656,V13/V35,56
SRR041798.SRS023192,SRP002395,SRR041798,SRS023192,METAGENOMIC ,AMPLICON,Buccal mucosa,241767,Oral,3,2,5699,3977,V3-V5,53
SRR090894.SRS146954,SRP002860,SRR090894,SRS146954,METAGENOMIC ,AMPLICON,Buccal mucosa,257128,Oral,3,2,6061,4758,V3-V5,59
SRR048256.SRS046871,SRP002395,SRR048256,SRS046871,METAGENOMIC ,AMPLICON,Left Antecubital fossa,241837,Skin,11,3,2575,509,V13/V35,22
SRR046032.SRS046986,SRP002395,SRR046032,SRS046986,METAGENOMIC ,AMPLICON,Supragingival plaque,241886,Oral,8,2,32151,15841,V13/V35,141
SRR045487.SRS011559,SRP002395,SRR045487,SRS011559,METAGENOMIC ,AMPLICON,Hard palate,241834,Oral,4,2,9874,7775,V13/V35,66
SRR172919.SRS147219,SRP002860,SRR172919,SRS147219,METAGENOMIC ,AMPLICON,Right Antecubital fossa,241684,Skin,13,3,8700,5194,V13/V35,70
SRR048854.SRS064224,SRP002395,SRR048854,SRS064224,METAGENOMIC ,AMPLICON,Buccal mucosa,241724,Oral,3,2,7864,5501,V13/V35,100
SRR049846.SRS015011,SRP002395,SRR049846,SRS015011,METAGENOMIC ,AMPLICON,Vaginal introitus,241718,Urogenital tract,17,4,9909,2945,V13/V35,26
SRR172497.SRS077048,SRP002860,SRR172497,SRS077048,METAGENOMIC ,AMPLICON,Throat,241881,Oral,9,2,8283,4519,V13/V35,102
SRR046593.SRS014247,SRP002395,SRR046593,SRS014247,METAGENOMIC ,AMPLICON,Anterior nares,241791,Airways,0,0,6714,2842,V13/V35,55
SRR167323.SRS076852,SRP002860,SRR167323,SRS076852,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241723,Oral,2,2,4329,2293,V13/V35,44
SRR048094.SRS021569,SRP002395,SRR048094,SRS021569,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241843,Skin,12,3,6611,2777,V13/V35,68
SRR329539.SRS016432,SRP002860,SRR329539,SRS016432,METAGENOMIC ,AMPLICON,Left Antecubital fossa,241749,Skin,11,3,8498,4587,V1-V3,25
SRR049572.SRS063766,SRP002395,SRR049572,SRS063766,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241865,Oral,2,2,7899,4788,V13/V35,86
SRR044145.SRS049964,SRP002395,SRR044145,SRS049964,METAGENOMIC ,AMPLICON,Vaginal introitus,241696,Urogenital tract,17,4,10368,6191,V13/V35,15
SRR089915.SRS078272,SRP002860,SRR089915,SRS078272,METAGENOMIC ,AMPLICON,Saliva,241712,Oral,6,2,4965,2096,V3-V5,110
SRR046708.SRS049882,SRP002395,SRR046708,SRS049882,METAGENOMIC ,AMPLICON,Buccal mucosa,241878,Oral,3,2,9086,3722,V13/V35,77
SRR046173.SRS014237,SRP002395,SRR046173,SRS014237,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241791,Skin,12,3,3442,987,V13/V35,37
SRR172008.SRS144203,SRP002860,SRR172008,SRS144203,METAGENOMIC ,AMPLICON,Stool,241718,Gastrointestinal tract,1,1,17563,11776,V13/V35,82
SRR047266.SRS043351,SRP002395,SRR047266,SRS043351,METAGENOMIC ,AMPLICON,Hard palate,241875,Oral,4,2,8987,6434,V13/V35,48
SRR048078.SRS021934,SRP002395,SRR048078,SRS021934,METAGENOMIC ,AMPLICON,Supragingival plaque,241739,Oral,8,2,8532,4257,V13/V35,59
SRR041580.SRS020368,SRP002395,SRR041580,SRS020368,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241726,Oral,2,2,6218,3167,V3-V5,48
SRR172436.SRS075756,SRP002860,SRR172436,SRS075756,METAGENOMIC ,AMPLICON,Anterior nares,257124,Airways,0,0,8324,4361,V13/V35,84
SRR044386.SRS018601,SRP002395,SRR044386,SRS018601,METAGENOMIC ,AMPLICON,Throat,241758,Oral,9,2,7054,1731,V13/V35,67
SRR047306.SRS047751,SRP002395,SRR047306,SRS047751,METAGENOMIC ,AMPLICON,Palatine Tonsils,241685,Oral,5,2,16127,7051,V13/V35,114
SRR040918.SRS018157,SRP002395,SRR040918,SRS018157,METAGENOMIC ,AMPLICON,Supragingival plaque,241828,Oral,8,2,7567,4044,V3-V5,107
SRR133665.SRS100611,SRP002860,SRR133665,SRS100611,METAGENOMIC ,AMPLICON,Throat,241674,Oral,9,2,3624,2073,V3-V5,58
SRR045566.SRS014657,SRP002395,SRR045566,SRS014657,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241720,Oral,2,2,7891,5909,V13/V35,43
SRR048471.SRS055620,SRP002395,SRR048471,SRS055620,METAGENOMIC ,AMPLICON,Throat,241839,Oral,9,2,8998,3743,V13/V35,96
SRR048296.SRS021629,SRP002395,SRR048296,SRS021629,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241668,Skin,12,3,11434,9701,V13/V35,88
SRR041191.SRS013156,SRP002395,SRR041191,SRS013156,METAGENOMIC ,AMPLICON,Anterior nares,241794,Airways,0,0,3621,2319,V3-V5,56
SRR044902.SRS011363,SRP002395,SRR044902,SRS011363,METAGENOMIC ,AMPLICON,Buccal mucosa,241767,Oral,3,2,8071,5382,V13/V35,92
SRR049523.SRS055643,SRP002395,SRR049523,SRS055643,METAGENOMIC ,AMPLICON,Hard palate,241854,Oral,4,2,7909,3533,V13/V35,70
SRR048099.SRS022944,SRP002395,SRR048099,SRS022944,METAGENOMIC ,AMPLICON,Palatine Tonsils,241781,Oral,5,2,8184,4564,V13/V35,98
SRR048564.SRS042585,SRP002395,SRR048564,SRS042585,METAGENOMIC ,AMPLICON,Subgingival plaque,241721,Oral,7,2,10386,4842,V13/V35,113
SRR045642.SRS014428,SRP002395,SRR045642,SRS014428,METAGENOMIC ,AMPLICON,Hard palate,241812,Oral,4,2,10313,6414,V13/V35,84
SRR046574.SRS015192,SRP002395,SRR046574,SRS015192,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241675,Skin,12,3,6389,3009,V13/V35,61
SRR091588.SRS077460,SRP002860,SRR091588,SRS077460,METAGENOMIC ,AMPLICON,Tongue dorsum,268875,Oral,10,2,7535,3041,V3-V5,54
SRR044483.SRS015950,SRP002395,SRR044483,SRS015950,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241769,Skin,12,3,5414,1416,V13/V35,25
SRR047132.SRS063248,SRP002395,SRR047132,SRS063248,METAGENOMIC ,AMPLICON,Tongue dorsum,241815,Oral,10,2,15797,12485,V13/V35,84
SRR172174.SRS105145,SRP002860,SRR172174,SRS105145,METAGENOMIC ,AMPLICON,Palatine Tonsils,241771,Oral,5,2,6702,5696,V13/V35,56
SRR047280.SRS043565,SRP002395,SRR047280,SRS043565,METAGENOMIC ,AMPLICON,Throat,241860,Oral,9,2,12114,5145,V13/V35,69
SRR041176.SRS017148,SRP002395,SRR041176,SRS017148,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241814,Skin,14,3,6411,1742,V3-V5,43
SRR045356.SRS011569,SRP002395,SRR045356,SRS011569,METAGENOMIC ,AMPLICON,Supragingival plaque,241834,Oral,8,2,3213,2102,V13/V35,51
SRR044037.SRS015566,SRP002395,SRR044037,SRS015566,METAGENOMIC ,AMPLICON,Buccal mucosa,241802,Oral,3,2,9290,5060,V13/V35,111
SRR044879.SRS011661,SRP002395,SRR044879,SRS011661,METAGENOMIC ,AMPLICON,Buccal mucosa,241764,Oral,3,2,8571,7019,V13/V35,60
SRR047467.SRS011629,SRP002395,SRR047467,SRS011629,METAGENOMIC ,AMPLICON,Buccal mucosa,241795,Oral,3,2,11036,6799,V13/V35,129
SRR044721.SRS015454,SRP002395,SRR044721,SRS015454,METAGENOMIC ,AMPLICON,Saliva,241743,Oral,6,2,21773,6924,V13/V35,176
SRR090853.SRS145351,SRP002860,SRR090853,SRS145351,METAGENOMIC ,AMPLICON,Supragingival plaque,241821,Oral,8,2,3395,1223,V3-V5,82
SRR172227.SRS142965,SRP002860,SRR172227,SRS142965,METAGENOMIC ,AMPLICON,Tongue dorsum,241866,Oral,10,2,11064,6099,V13/V35,65
SRR043807.SRS015182,SRP002395,SRR043807,SRS015182,METAGENOMIC ,AMPLICON,Palatine Tonsils,241675,Oral,5,2,4015,1912,V13/V35,95
SRR043746.SRS015878,SRP002395,SRR043746,SRS015878,METAGENOMIC ,AMPLICON,Palatine Tonsils,241830,Oral,5,2,9677,3788,V13/V35,97
SRR041518.SRS013732,SRP002395,SRR041518,SRS013732,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241725,Skin,14,3,4634,1599,V3-V5,88
SRR044120.SRS015574,SRP002395,SRR044120,SRS015574,METAGENOMIC ,AMPLICON,Supragingival plaque,241802,Oral,8,2,7469,3726,V13/V35,96
SRR047397.SRS015311,SRP002395,SRR047397,SRS015311,METAGENOMIC ,AMPLICON,Subgingival plaque,241787,Oral,7,2,8698,4176,V13/V35,84
SRR046783.SRS048987,SRP002395,SRR046783,SRS048987,METAGENOMIC ,AMPLICON,Right Antecubital fossa,241892,Skin,13,3,3879,2516,V13/V35,17
SRR172495.SRS144570,SRP002860,SRR172495,SRS144570,METAGENOMIC ,AMPLICON,Throat,241884,Oral,9,2,5328,3186,V13/V35,54
SRR047704.SRS051359,SRP002395,SRR047704,SRS051359,METAGENOMIC ,AMPLICON,Supragingival plaque,241893,Oral,8,2,11685,5743,V13/V35,78
SRR048528.SRS052830,SRP002395,SRR048528,SRS052830,METAGENOMIC ,AMPLICON,Throat,241671,Oral,9,2,5124,2494,V13/V35,81
SRR041213.SRS017497,SRP002395,SRR041213,SRS017497,METAGENOMIC ,AMPLICON,Posterior fornix,241721,Urogenital tract,16,4,5764,1143,V3-V5,11
SRR046137.SRS042619,SRP002395,SRR046137,SRS042619,METAGENOMIC ,AMPLICON,Supragingival plaque,241884,Oral,8,2,9953,4384,V13/V35,121
SRR045266.SRS011673,SRP002395,SRR045266,SRS011673,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241764,Skin,12,3,10715,6773,V13/V35,21
SRR044458.SRS018577,SRP002395,SRR044458,SRS018577,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241758,Skin,12,3,8181,796,V13/V35,31
SRR048334.SRS020147,SRP002395,SRR048334,SRS020147,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241827,Skin,12,3,9169,7204,V13/V35,45
SRR044905.SRS011531,SRP002395,SRR044905,SRS011531,METAGENOMIC ,AMPLICON,Saliva,241837,Oral,6,2,10638,5368,V13/V35,122
SRR172038.SRS143224,SRP002860,SRR172038,SRS143224,METAGENOMIC ,AMPLICON,Left Antecubital fossa,241854,Skin,11,3,3454,2249,V13/V35,68
SRR172338.SRS104854,SRP002860,SRR172338,SRS104854,METAGENOMIC ,AMPLICON,Anterior nares,241852,Airways,0,0,8360,7095,V13/V35,33
SRR046258.SRS049611,SRP002395,SRR046258,SRS049611,METAGENOMIC ,AMPLICON,Palatine Tonsils,241844,Oral,5,2,8546,2641,V13/V35,118
SRR044531.SRS018761,SRP002395,SRR044531,SRS018761,METAGENOMIC ,AMPLICON,Right Antecubital fossa,241832,Skin,13,3,7012,3121,V13/V35,58
SRR170595.SRS098563,SRP002860,SRR170595,SRS098563,METAGENOMIC ,AMPLICON,Palatine Tonsils,241793,Oral,5,2,8259,3408,V13/V35,122
SRR041857.SRS022617,SRP002395,SRR041857,SRS022617,METAGENOMIC ,AMPLICON,Saliva,241820,Oral,6,2,7392,3247,V3-V5,155
SRR048023.SRS022512,SRP002395,SRR048023,SRS022512,METAGENOMIC ,AMPLICON,Left Antecubital fossa,241810,Skin,11,3,3276,1726,V13/V35,44
SRR045250.SRS011466,SRP002395,SRR045250,SRS011466,METAGENOMIC ,AMPLICON,Throat,241760,Oral,9,2,6963,4797,V13/V35,79
SRR091354.SRS078028,SRP002860,SRR091354,SRS078028,METAGENOMIC ,AMPLICON,Palatine Tonsils,241672,Oral,5,2,3764,1655,V3-V5,118
SRR172314.SRS148750,SRP002860,SRR172314,SRS148750,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241737,Oral,2,2,5026,3972,V13/V35,43
SRR047811.SRS022924,SRP002395,SRR047811,SRS022924,METAGENOMIC ,AMPLICON,Stool,241781,Gastrointestinal tract,1,1,7148,5351,V13/V35,36
SRR045542.SRS047219,SRP002395,SRR045542,SRS047219,METAGENOMIC ,AMPLICON,Tongue dorsum,241825,Oral,10,2,13807,6902,V13/V35,92
SRR137637.SRS148869,SRP002860,SRR137637,SRS148869,METAGENOMIC ,AMPLICON,Vaginal introitus,257111,Urogenital tract,17,4,7625,1345,V3-V5,36
SRR045565.SRS014450,SRP002395,SRR045565,SRS014450,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241812,Skin,12,3,7851,5357,V13/V35,23
SRR041299.SRS018272,SRP002395,SRR041299,SRS018272,METAGENOMIC ,AMPLICON,Throat,241785,Oral,9,2,3988,2163,V3-V5,75
SRR049641.SRS062660,SRP002395,SRR049641,SRS062660,METAGENOMIC ,AMPLICON,Buccal mucosa,241805,Oral,3,2,10859,8762,V13/V35,73
SRR040878.SRS017721,SRP002395,SRR040878,SRS017721,METAGENOMIC ,AMPLICON,Palatine Tonsils,241710,Oral,5,2,5468,3019,V3-V5,91
SRR046849.SRS045920,SRP002395,SRR046849,SRS045920,METAGENOMIC ,AMPLICON,Vaginal introitus,241857,Urogenital tract,17,4,7388,1336,V13/V35,25
SRR190359.SRS017912,SRP002860,SRR190359,SRS017912,METAGENOMIC ,AMPLICON,Right Antecubital fossa,241799,Skin,13,3,6524,5302,V1-V3,24
SRR049445.SRS058193,SRP002395,SRR049445,SRS058193,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241890,Skin,12,3,10248,8185,V13/V35,24
SRR046904.SRS064038,SRP002395,SRR046904,SRS064038,METAGENOMIC ,AMPLICON,Saliva,257130,Oral,6,2,7062,3902,V13/V35,103
SRR041646.SRS057901,SRP002395,SRR041646,SRS057901,METAGENOMIC ,AMPLICON,Stool,241746,Gastrointestinal tract,1,1,7448,4057,V3-V5,56
SRR170722.SRS149294,SRP002860,SRR170722,SRS149294,METAGENOMIC ,AMPLICON,Stool,241737,Gastrointestinal tract,1,1,6774,5175,V13/V35,59
SRR044210.SRS015786,SRP002395,SRR044210,SRS015786,METAGENOMIC ,AMPLICON,Supragingival plaque,241685,Oral,8,2,9615,3478,V13/V35,100
SRR043623.SRS043226,SRP002395,SRR043623,SRS043226,METAGENOMIC ,AMPLICON,Hard palate,241812,Oral,4,2,8020,3477,V13/V35,78
SRR048423.SRS062747,SRP002395,SRR048423,SRS062747,METAGENOMIC ,AMPLICON,Palatine Tonsils,241804,Oral,5,2,6638,3318,V13/V35,101
SRR091415.SRS077149,SRP002860,SRR091415,SRS077149,METAGENOMIC ,AMPLICON,Palatine Tonsils,257110,Oral,5,2,7950,3246,V3-V5,71
SRR171794.SRS098569,SRP002860,SRR171794,SRS098569,METAGENOMIC ,AMPLICON,Subgingival plaque,241793,Oral,7,2,15027,6729,V13/V35,136
SRR046206.SRS019669,SRP002395,SRR046206,SRS019669,METAGENOMIC ,AMPLICON,Throat,241791,Oral,9,2,27380,8325,V13/V35,98
SRR045527.SRS019574,SRP002395,SRR045527,SRS019574,METAGENOMIC ,AMPLICON,Palatine Tonsils,241720,Oral,5,2,8010,2836,V13/V35,94
SRR045616.SRS019580,SRP002395,SRR045616,SRS019580,METAGENOMIC ,AMPLICON,Subgingival plaque,241720,Oral,7,2,10035,4605,V13/V35,103
